index,review_title,reviewed_at,reviewed_by,images,crawled_at,url,hotel_name,hotel_url,avg_rating,nationality,rating,review_text,raw_review_text,tags,meta,word_count
20614,Very good,2018-12-24,Robert,,"07/20/2021, 02:00:08",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=17;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,United Kingdom,8.3,"Breakfast basic all bakery and fruit No drinking water in rooms or kettle , Very clean and comfortable staff friendly good location 10 min walk to market shops restaurants","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Breakfast basic all bakery and fruit 
No drinking water in rooms or kettle </span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Very clean and comfortable staff friendly good location 10 min walk to market shops restaurants </span></p>",Leisure trip~Solo traveller~Queen Room~Stayed 3 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",29
20628,Excellent for my short trip to Brussels!,2018-12-23,Suzanne,,"07/20/2021, 02:00:11",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=17;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Australia,8.8,"Wifi signal was not strong on my floor or near my room at all times. Cleaning staff didn’t replace all amenities like bath towels, toilet paper, etc. Close to city centre but but of an uphill walk from city to hotel., Overall enjoyed my stay at Motel One. The room was very clean and although some may consider it small, I found it more than adequate for myself. Lobby was nicely decorated for Christmas.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Wifi signal was not strong on my floor or near my room at all times. Cleaning staff didn’t replace all amenities like bath towels, toilet paper, etc. Close to city centre but but of an uphill walk from city to hotel.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Overall enjoyed my stay at Motel One. The room was very clean and although some may consider it small, I found it more than adequate for myself. Lobby was nicely decorated for Christmas.</span></p>",Leisure trip~Solo traveller~Standard Double Room~Stayed 3 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",74
20642,Exceptional,2018-12-23,Steve,,"07/20/2021, 02:00:13",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=17;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,United Kingdom,9.6,"Nothing , Well equipped bar Perfect location to everything Value for money Clean comfy rooms","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Nothing </span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Well equipped bar
Perfect location to everything 
Value for money
Clean comfy rooms </span></p>",Leisure trip~People with friends~Queen Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",15
20655,Try the best pillows when you stay at Motel One chain hotels,2018-12-22,Wahida,,"07/20/2021, 02:00:15",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=17;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Belgium,10.0,"None, Motel One has the most convenient pillows. It helps me to have a very deep sleep and rest.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">None</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Motel One has the most convenient pillows. It helps me to have a very deep sleep and rest.</span></p>",Business trip~Solo traveller~Queen Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",19
20668,A good night's sleep in a clean modern hotel a short distance from the Grand Place.,2018-12-21,Andrew,,"07/20/2021, 02:00:18",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=17;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,United Kingdom,9.2,"Nothing comes to mind., Location was quiet but only a short walk from La Grande Place. The buffet breakfast was good value and an easy option for us. The desk staff were very helpful and spoke excellent English.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Nothing comes to mind.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Location was quiet but only a short walk from La Grande Place.  The buffet breakfast was good value and an easy option for us.  The desk staff were very helpful and spoke excellent English.</span></p>",Leisure trip~Couple~Queen Room~Stayed 3 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",38
20681,Exceptional,2018-12-21,Jayne,,"07/20/2021, 02:00:20",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=17;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,United Kingdom,10.0,"No safe in the room and there was no option of evening meal., The room was comfortable and nice bathroom. The food was really good and the staff really friendly and helpful. Good location as we were there for the Christmas Market.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">No safe in the room and there was no option of evening meal.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The room was comfortable and nice bathroom.  The food was really good and the staff really friendly and helpful. Good location as we were there for the Christmas Market.</span></p>",Leisure trip~Family with young children~Queen Room~Stayed 2 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",42
20694,Super impressed - other Brussels hotels need to watch out!,2018-12-20,Richard,,"07/20/2021, 02:00:23",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=17;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Ireland,8.8,"The breakfast was a bit basic but was nutritious and satisfying, The bed was super comfortable. The room was very clean and modern. The staff were relaxed but efficient. The cost was competitive. The location is fantastic. The design of the hotel is very appealing","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">The breakfast was a bit basic but was nutritious and satisfying</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The bed was super comfortable. The room was very clean and modern. The staff were relaxed but efficient. The cost was competitive. The location is fantastic. The design of the hotel is very appealing</span></p>",Business trip~Couple~Standard Double Room~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",45
20707,Very solide stay for dicent price,2018-12-20,Igor,,"07/20/2021, 02:00:24",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=17;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Slovenia,8.3,"Nothing, Racional, perfect for short business stay","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Nothing</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Racional, perfect for short business stay</span></p>",Business trip~Solo traveller~Standard Double Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",7
20720,Exceptional,2018-12-20,Natasha,,"07/20/2021, 02:00:27",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=17;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,Australia,10.0,"The location is super convenient, easy walk to everything. The rooms are very clean and super comfortable will definitely be back!","<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The location is super convenient, easy walk to everything. The rooms are very clean and super comfortable will definitely be back! 
</span></p>",Leisure trip~Couple~Standard Double Room~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",21
20733,Exceptional,2018-12-19,Alliecherry,,"07/20/2021, 02:00:30",https://www.booking.com/reviews/be/hotel/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=17;r_lang=en;rows=75&,Motel One Brussels,https://www.booking.com/hotel/be/motel-one-brussels.en-gb.html?label=gen173nr-1DCA0oFUISbW90ZWwtb25lLWJydXNzZWxzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKaudeHBsACAdICJGJhMDdlODVkLWU0ZWUtNDc5My05M2JiLTEzZjBiNGFkZmMzOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.9,United Kingdom,9.6,"There was no fridge or kettle in our room, The bar area is really nice and comfortable","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">There was no fridge or kettle in our room</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The bar area is really nice and comfortable </span></p>",Leisure trip~Couple~Queen Room~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}",17
